caption_id,caption_text,make,model,year_text,from_year,to_year,complete_bodytype,doors,body_type,series,badge,EXO PART NUMBER,EXO PART NUMBER,EXO PART NUMBER,EXO PART NUMBER,EXO PART NUMBER,EXO PART NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBKK49,SUBARU FORESTER 4 DOOR WAGON (JF2SH9KK49G...) 3/08 - 12/12,SUBARU,FORESTER,03/08 - 12/12,2008,2012,5DR SUV,5,SUV,,,SBKK49 LFW/GBX,SBKK49 LFW/M,SBKK49 LFW/MH,SBKK49 FD/LH G,SBKK49 FD/RH G,SBKK49 FD/LH GY,SBKK49 FD/RH GY,SBKK49 FD/LH GY,SBKK49 FD/RH GY,SBKK49 FD/LH GY OE,SBKK49 FD/RH GY OE,SBKK49 RD/LH G,SBKK49 RD/RH G,SBKK49 RD/LH GY OE,SBKK49 RD/RH GY OE,SBKK49 RD/LH P,SBKK49 RD/RH P,SBKK49 RD/LH PY,SBKK49 RD/RH PY,SBKK49 RD/LH PY OE,SBKK49 RD/RH PY OE,SBKK49II RD/LH PY OE,SBKK49II RD/RH PY OE,SBKK49 SW/LHX G,SBKK49 SW/RHX G,SBKK49 SW/LH GY OE,SBKK49 SW/RH GY OE,SBKK49 SW/LHX P,SBKK49 SW/RHX P,SBKK49 SW/LH PY OE,SBKK49 SW/RH PY OE,SBKK49 RW/TGHX,SBKK49 RW/TPHX,SBKK49 RW/TGHX OE,SBKK49 RW/TPHX OE,,,,,,,,,,,,,,,,,,,,,,
SBSG9-02,SUBARU FORESTER 4 DOOR WAGON 5/02 - 6/05,SUBARU,FORESTER,05/02 - 06/05,2002,2005,5DR SUV,5,SUV,,,SBSG9 LFW/M,SBSG9 LFW/GBX,SBSG9 FWM,SBSG9 FD/LH G,SBSG9 FD/RH G,SBSG9 RD/LH G,SBSG9 RD/RH G,SBSG9 SW/LHHX G,SBSG9 SW/RHHX G,SBSG9 RW/TGHX,SBSG9 RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBSG9-05,SUBARU FORESTER 4 DOOR WAGON 7/05 - 2/08,SUBARU,FORESTER,05/02 - 02/08,2002,2008,5DR SUV,5,SUV,,,SBSG9 LFW/M,SBSG9 LFW/GBX,SBSG9 FWM,SBSG9 FD/LH G,SBSG9 FD/RH G,SBSG9 RD/LH G,SBSG9 RD/RH G,SBSG9 SW/LHHX G,SBSG9 SW/RHHX G,SBKK46 RW/TGHX,SBKK46 RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB52D-97,SUBARU FORESTER 52D (F5KJ4WG) 8/97 - 12/99,SUBARU,FORESTER,08/97 - 12/99,1997,1999,5DR SUV,5,SUV,,,SB52D LFW/GBX,52D FWM,SB52D FD/LH G,SB52D FD/RH G,SB52D RD/LH G,SB52D RD/RH G,52D SW/LHHX G,52D SW/RHHX G,52D RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB52D-00,SUBARU FORESTER 52D (F5KJ4WG) SERIES II 1/00 - 5/02,SUBARU,FORESTER,01/00 - 05/02,2000,2002,5DR SUV,5,SUV,,,SB52D LFW/GBX,52D FWM,SB52D FD/LH G,SB52D FD/RH G,SB52D RD/LH G,SB52D RD/RH G,52D SW/LHHX G,52D SW/RHHX G,52DII RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB2SJ,SUBARU FORESTER 4 DOOR WAGON (JF2SJ...) 12/12 - 07/18,SUBARU,FORESTER,12/12 - 07/18,2012,2018,5DR SUV,5,SUV,,,SB2SJ LFW/GBX,SB2SJ LFW/M,SB2SJ LFW/Y,SB2SJ LFW/MRY,SB2SJ LFW/MROY,SB2SJII LFW/MYH,SB2SJ FV/LHX G OE,SB2SJ FV/RHX G OE,SB2SJ FD/LH G,SB2SJ FD/RH G,SB2SJ FD/LH GY,SB2SJ FD/RH GY,SB2SJ FD/LH GY OE,SB2SJ FD/RH GY OE,SB2SJ RD/LH G,SB2SJ RD/RH G,SB2SJ RD/LH GY,SB2SJ RD/RH GY,SB2SJ RD/LH GY OE,SB2SJ RD/RH GY OE,SB2SJ RD/LH P,SB2SJ RD/RH P,SB2SJ RD/LH PY,SB2SJ RD/RH PY,SB2SJ RD/LH PY OE,SB2SJ RD/RH PY OE,SB2SJ SW/LHX GY OE,SB2SJ SW/RHX GY OE,SB2SJ SW/LHX PY OE,SB2SJ SW/RHX PY OE,SB2SJ RW/TGHX,SB2SJ RW/TGHX OE,SB2SJ RW/TPHX,SB2SJ RW/TPHX OE,,,,,,,,,,,,,,,,,,,,,,,
SB2SK9,SUBARU FORESTER 4 DOOR WAGON (JF2SK9K...) 07/18 on,SUBARU,FORESTER,07/18 on,2018,2025,5DR SUV,5,SUV,,,SB2K9 LFW/MOY,SB2K9 LFW/MROY,7944AGNBHMPV,7944AGNBMPV SK,7944AGNBCHMV1P SK,65009SJ340,SU3001DKVQM,SB2K9 FD/LH GY,SB2K9 FD/RH GY,SB2K9 RD/LH GY,SB2K9 RD/LH PY,SB2K9 RD/RH GY,SB2K9 RD/RH PY,SB2K9 RW/TGHX,SB2K9 RW/TPHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBC5AR-SDN,"SUBARU IMPREZA & WRX 4 DOOR SEDAN 4/93 - 7/98, 3/98 - 9/00",SUBARU,IMPREZA,04/93 - 09/00,1993,2000,4DR SEDAN,4,SEDAN,,,SBC5AR LFW/GBX,SBC5AR FD/LH G,SBC5AR FD/RH G,SBC5AR RD/LH G,SBC5AR RD/RH G,SBC5AR RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB44S,"SUBARU IMPREZA & WRX 4 DOOR SEDAN S44 MY2001 (GD9K, GDAK) 10/00 - 4/04",SUBARU,IMPREZA,10/00 - 04/04,2000,2004,4DR SEDAN,4,SEDAN,,,SB44S LFW/M,SB44S FD/LH G,SB44S FD/RH G,SB44S RD/LH G,SB44S RD/RH G,SB44S RW/TGHX,SB44SII RW/TGHX,SB44S RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB44H,"SUBARU IMPREZA & WRX 5 DOOR HATCH S44 (GG9K, GGAK) 11/00 - 7/01",SUBARU,IMPREZA,10/00 - 07/01,2000,2001,5DR HATCH,5,HATCH,,,SB44H LFW/M,SB44H FD/LH G,SB44H FD/RH G,SB44H RD/LH G,SB44H RD/RH G,SBGG9 OW/LHX GY OE,SBGG9 OW/RHX GY OE,SB44H RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBC5A,"SUBARU IMPREZA (C5AR, C6AR, F5AR, F6AR) & WRX 5 DOOR HATCH 4/93 - 7/98, 9/98 - 9/00",SUBARU,IMPREZA,04/93 - 09/00,1993,2000,5DR HATCH,5,HATCH,,,SBC5AR LFW/GBX,SBC5AR FD/LH G,SBC5AR FD/RH G,SBC5AR RD/LH G,SBC5AR RD/RH G,SBF5AR SW/LHX G,SBF5AR SW/RHX G,SBF5AR RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBGD9,"SUBARU IMPREZA 4 DOOR SEDAN (JF1GD9, GDG, GDF) 9/05 - 7/07",SUBARU,IMPREZA,09/05 - 07/07,2005,2007,4DR SEDAN,4,SEDAN,,,SB44S LFW/M,SBGD9 FD/LH G,SBGD9 FD/RH G,SB44S RD/LH G,SB44S RD/RH G,SBGD9 RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBGH7-SDN,"SUBARU IMPREZA & WRX 4 DOOR SEDAN (JF1GE7K...,JF1GVE...) 9/08 - 7/09",SUBARU,IMPREZA,9/08 - 7/09,2008,2009,4DR SEDAN,4,SEDAN,,,SBGH7 LFW,SBGH7 LFW/M,SBGH7 FD/LH G,SBGH7 FD/RH G,SBGH7 FD/LH GY OE,SBGH7 FD/RH GY OE,SBGH7 RD/LH G,SBGH7 RD/RH G,SBGH7 RD/LH GY OE,SBGH7 RD/RH GY OE,SBGH7 RD/LH PY OE,SBGH7 RD/RH PY OE,SBGE7 OW/LHX GY OE,SBGE7 OW/RHX GY OE,SBGE7 OW/LHX PY OE,SBGE7 OW/RHX PY OE,SBGE7 RW/TGHX,SBGE7 RW/TGHX OE,SBGE7 RW/TPHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBJ7K-SDN,SUBARU IMPREZA (not WRX) 4 DOOR SEDAN (JF1GJ7KA3CG...) 2/12 - 3/14,SUBARU,IMPREZA,2/12 - 3/14,2012,2014,4DR SEDAN,4,SEDAN,,,SBJ7K LFW/GBX,SBJ7K LFW/MRY,SBJ7K FV/LHX G,SBJ7K FV/RHX G,SBJ7K FV/LHX G OE,SBJ7K FV/RHX G OE,SBJ7K FD/LH G,SBJ7K FD/RH G,SBJ7K FD/LH GY,SBJ7K FD/RH GY,SBJ7K FD/LH GY OE,SBJ7K FD/RH GY OE,SBJ7KS RD/LH GY,SBJ7KS RD/RH GY,SBJ7KS RD/LH GY OE,SBJ7KS RD/RH GY OE,SBJ7KS RD/LH PY,SBJ7KS RD/RH PY,SBJ7KS RD/LH PY OE,SBJ7KS RD/RH PY OE,SBJ7KS RQ/LH G,SBJ7KS RQ/RH G,SBJ7KS RQ/LH G OE,SBJ7KS RQ/RH G OE,SBJ7KS RQ/LH P,SBJ7KS RQ/RH P,SBJ7KS RQ/LH P OE,SBJ7KS RQ/RH P OE,SBJ7KS RW/TGHX,SBJ7KS RW/TPHX,SBJ7KS RW/TGHX OE,SBJ7KS RW/TPHX OE,,,,,,,,,,,,,,,,,,,,,,,,,
SBGG9-HBK,"SUBARU IMPREZA & WRX 5 DOOR HATCH (JF1GG9, GGE) 9/05 - 7/07",SUBARU,IMPREZA,09/05 - 07/07,2005,2007,5DR HATCH,5,HATCH,,,SB44H LFW/M,SBGG9 FD/LH G,SBGG9 FD/RH G,SB44H RD/LH G,SB44H RD/RH G,SBGG9 OW/LHX GY OE,SBGG9 OW/RHX GY OE,SB44H RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBGH7-HBK,"SUBARU IMPREZA 5 DOOR HATCH (JF1GH7K..., JF1GRGK...) 8/07 - 1/12",SUBARU,IMPREZA,08/07 - 01/12,2007,2012,5DR HATCH,5,HATCH,,,SBGH7 LFW,SBGH7 LFW/M,SBGH7 FD/LH G,SBGH7 FD/RH G,SBGH7 FD/LH GY OE,SBGH7 FD/RH GY OE,SBGH7 RD/LH G,SBGH7 RD/RH G,SBGH7 RD/LH GY OE,SBGH7 RD/RH GY OE,SBGH7 RD/LH PY OE,SBGH7 RD/RH PY OE,SBGH7 OW/LHX GY OE,SBGH7 OW/RHX GY OE,SBGH7 OW/LHX PY OE,SBGH7 OW/RHX PY OE,SBGH7 RW/TGHX,SBGH7 RW/TGHX OE,SBGH7 RW/TPHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBJ7K-HBK,SUBARU IMPREZA & WRX 5 DOOR HATCH (JF1GP7KA3CG...) 12/11 - 11/16,SUBARU,IMPREZA,12/11 - 11/16,2011,2016,5DR HATCH,5,HATCH,,,SBJ7K LFW/GBX,SBJ7K LFW/MRY,SBJ7K FV/LHX G,SBJ7K FV/RHX G,SBJ7K FV/LHX G OE,SBJ7K FV/RHX G OE,SBJ7K FD/LH G,SBJ7K FD/RH G,SBJ7K FD/LH GY,SBJ7K FD/RH GY,SBJ7K FD/LH GY OE,SBJ7K FD/RH GY OE,SBJ7KH RD/LH G,SBJ7KH RD/RH G,SBJ7KH RD/LH GY,SBJ7KH RD/RH GY,SBJ7KH RD/LH GY OE,SBJ7KH RD/RH GY OE,SBJ7KH RD/LH PY,SBJ7KH RD/RH PY,SBJ7KH RD/LH PY OE,SBJ7KH RD/RH PY OE,SBJ7KH RQ/LH G,SBJ7KH RQ/RH G,SBJ7KH RQ/LH G OE,SBJ7KH RQ/RH G OE,SBJ7KH RQ/LH P,SBJ7KH RQ/RH P,SBJ7KH RQ/LH P OE,SBJ7KH RQ/RH P OE,SBJ7KH OW/LHX GY OE,SBJ7KH OW/RHX GY OE,SBJ7KH OW/LHX PY OE,SBJ7KH OW/RHX PY OE,SBJ7KH RW/TGHX,SBJ7KH RW/TGHX OE,SBJ7KH RW/TPHX,SBJ7KH RW/TPHX OE,,,,,,,,,,,,,,,,,,,
SB44S-04,"SUBARU IMPREZA & WRX 4 DOOR SEDAN S44 MY2001 (GD9K, GDAK) 4/04 - 8/05",SUBARU,IMPREZA,04/04 - 08/05,2004,2005,4DR SEDAN,4,SEDAN,,,SB44S LFW/M,SB44S FD/LH G,SB44S FD/RH G,SB44S RD/LH G,SB44S RD/RH G,SB44S RW/TGHX,SB44SII RW/TGHX,SB44SII RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB44H-01,"SUBARU IMPREZA & WRX 5 DOOR HATCH S44 (GG9K, GGAK) 7/01 - 2/04",SUBARU,IMPREZA,7/01 - 2/04,2001,2004,5DR HATCH,5,HATCH,,,SB44H LFW/M,SB44H FD/LH G,SB44H FD/RH G,SB44H RD/LH G,SB44H RD/RH G,SBGG9 OW/LHX GY OE,SBGG9 OW/RHX GY OE,SB44H RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB44H-04,"SUBARU IMPREZA & WRX 5 DOOR HATCH S44 (GG9K, GGAK) 2/04 - 6/04",SUBARU,IMPREZA,2/04 - 6/04,2004,2004,5DR HATCH,5,HATCH,,,SB44H LFW/M,SB44H FD/LH G,SB44H FD/RH G,SB44H RD/LH G,SB44H RD/RH G,SBGG9 OW/LHX GY OE,SBGG9 OW/RHX GY OE,SB44H RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB44H-05,"SUBARU IMPREZA & WRX 5 DOOR HATCH S44 (GG9K, GGAK) 6/04 - 7/05",SUBARU,IMPREZA,6/04 - 7/05,2004,2005,5DR HATCH,5,HATCH,,,SB44H LFW/M,SB44H FD/LH G,SB44H FD/RH G,SB44H RD/LH G,SB44H RD/RH G,SBGG9 OW/LHX GY OE,SBGG9 OW/RHX GY OE,SB44H RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBGH7-SDN-09,"SUBARU IMPREZA & WRX 4 DOOR SEDAN (JF1GE7K...,JF1GVE...) 7/09 - 11/13",SUBARU,IMPREZA,7/09 - 1/12,2009,2013,4DR SEDAN,4,SEDAN,,,SBGH7 LFW,SBGH7 LFW/M,SBGH7 FD/LH G,SBGH7 FD/RH G,SBGH7 FD/LH GY OE,SBGH7 FD/RH GY OE,SBGH7 RD/LH G,SBGH7 RD/RH G,SBGH7 RD/LH GY OE,SBGH7 RD/RH G OE,SBGH7 RD/LH PY OE,SBGH7 RD/RH PY OE,SBGE7 OW/LHX GY OE,SBGE7 OW/RHX GY OE,SBGE7 OW/LHX PY OE,SBGE7 OW/RHX PY OE,SBGE7 RW/TGHX,SBGE7II RW/TGHX OE,SBGE7II RW/TPHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBJ7K-SDN14,SUBARU IMPREZA (not WRX) 4 DOOR SEDAN (JF1GJ7KA3CG...) 3/14 - 11/16,SUBARU,IMPREZA,3/14 - 11/16,2014,2016,4DR SEDAN,4,SEDAN,,,SBJ7K LFW/GBX,SBJ7K LFW/MRY,SBJ7K FV/LHX G,SBJ7K FV/RHX G,SBJ7K FV/LHX G OE,SBJ7K FV/RHX G OE,SBJ7K FD/LH G,SBJ7K FD/RH G,SBJ7K FD/LH GY,SBJ7K FD/RH GY,SBJ7K FD/LH GY OE,SBJ7K FD/RH GY OE,SBJ7KS RD/LH GY,SBJ7KS RD/RH GY,SBJ7KS RD/LH GY OE,SBJ7KS RD/RH GY OE,SBJ7KS RD/LH PY,SBJ7KS RD/RH PY,SBJ7KS RD/LH PY OE,SBJ7KS RD/RH PY OE,SBJ7KS RQ/LH G,SBJ7KS RQ/RH G,SBJ7KS RQ/LH G OE,SBJ7KS RQ/RH G OE,SBJ7KS RQ/LH P,SBJ7KS RQ/RH P,SBJ7KS RQ/LH P OE,SBJ7KS RQ/RH P OE,SBGK63 RW/TPHX,SBGK63 RW/TPHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBGT7H-HBK,SUBARU IMPREZA & WRX 5 DOOR HATCH (JF1GT7KL5JG...) 11/16 on,SUBARU,IMPREZA,11/16 on,2016,2021,5DR HATCH,5,HATCH,,,SBGT7 LFW/M,SBGT7 LFW/MRY,SBGT7 FV/LHX G,SBGT7 FV/RHX G,SBGT7 FV/LHX G OE,SBGT7 FV/RHX G OE,SBGT7 FD/LH G,SBGT7 FD/RH G,SBGT7 FD/LH GY,SBGT7 FD/RH GY,SBGT7 FD/LH GY OE,SBGT7 FD/RH GY OE,SBGT7H RD/LH GY,SBGT7H RD/RH GY,SBGT7H RD/LH GY OE,SBGT7H RD/RH GY OE,SBGT7H RQ/LH G,SBGT7H RQ/RH G,SBGT7H RD/LH PY OE,SBGT7H RD/RH PY OE,SBGT7H RQ/LH P,SBGT7H RQ/RH P,SBGT7H RQ/LH P OE,SBGT7H RQ/RH P OE,SBGT7H OW/LHX GY OE,SBGT7H OW/RHX GY OE,SBGT7H OW/LHX PY OE,SBGT7H OW/RHX PY OE,SBGT7H RW/TGHX,SBGT7H RW/TGHX OE,SBGT7H RW/TPHX,SBGT7H RW/TPHX OE,,,,,,,,,,,,,,,,,,,,,,,,,
SBGT7H-SDN,SUBARU IMPREZA (not WRX) 4 DOOR SEDAN (JF1GT7KL5JG...) 11/16 on,SUBARU,IMPREZA,11/16 on,2016,2021,4DR SEDAN,4,SEDAN,,,SBGT7 LFW/M,SBGT7 LFW/MRY,SBGT7 FV/LHX G,SBGT7 FV/RHX G,SBGT7 FV/LHX G OE,SBGT7 FV/RHX G OE,SBGT7 FD/LH G,SBGT7 FD/RH G,SBGT7 FD/LH GY,SBGT7 FD/RH GY,SBGT7 FD/LH GY OE,SBGT7 FD/RH GY OE,SBGT7S RD/LH GY OE,SBGT7S RD/RH GY OE,SBGT7S RQ/LH G,SBGT7S RQ/RH G,SBGT7S RQ/LH G OE,SBGT7S RQ/RH G OE,SBGT7S RD/LH PY OE,SBGT7S RD/RH PY OE,SBGT7S RQ/LH P,SBGT7S RQ/RH P,SBGT7S RQ/LH P OE,SBGT7S RQ/RH P OE,SBGT7S RW/TGHX,SBGT7S RW/TPHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBGH7-XV,SUBARU IMPREZA XV 5 DOOR HATCH (JF1GH7K...) 07/10 - 1/12,SUBARU,IMPREZA XV,07/10 - 1/12,2010,2012,5DR HATCH,5,HATCH,,,SBGH7 LFW,SBGH7 LFW/M,SBGH7 FD/LH G,SBGH7 FD/RH G,SBGH7 FD/LH GY OE,SBGH7 FD/RH GY OE,SBGH7 RD/LH G,SBGH7 RD/RH G,SBGH7 RD/LH GY OE,SBGH7 RD/RH GY OE,SBGH7 RD/LH PY OE,SBGH7 RD/RH PY OE,SBGH7 OW/LHX GY OE,SBGH7 OW/RHX GY OE,SBGH7 OW/LHX PY OE,SBGH7 OW/RHX PY OE,SBGH7-XV RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBN5A-SDN,SUBARU LEONE / L SERIES SEDAN (JF2AN5AR) 8/84 - 12/90,SUBARU,LEONE | L SERIES,08/84 - 12/90,1984,1990,4DR SEDAN,4,SEDAN,,,SBN5A FD/LH G,SBN5A FD/RH G,SBN5A RD/LH G,SBN5A RD/RH G,SBN5A RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBN5A-WGN,SUBARU LEONE / L SERIES WAGON (JF2AN5AR) 8/84 - 6/94,SUBARU,LEONE | L SERIES,08/84 - 06/94,1984,1994,5DR WAGON,5,WAGON,,,SBN5A-1 FD/LH G,SBN5A-1 FD/RH G,SBN5AWL RW/TGHX,SBN5AW RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBBM9-SDN,SUBARU LIBERTY 4 DOOR SEDAN BM 09/09 - 12/14,SUBARU,LIBERTY,09/09 - 12/14,2009,2014,4DR SEDAN,4,SEDAN,,,SBBM9 LFW/MR2Y,SBBM9 LFW/MRY,SBBM9 LFW/GBX,SBBM9 FD/LH G,SBBM9 FD/RH G,SBBM9 FD/LH GY,SBBM9 FD/RH GY,SBBM9 FD/LH GY OE,SBBM9 FD/RH GY OE,SBBM9 RD/LH G,SBBM9 RD/RH G,SBBM9 RD/LH PY OE,SBBM9 RD/RH PY OE,SBBM9 RQ/LH G,SBBM9 RQ/RH G,SBBM9 RQ/LH P OE,SBBM9 RQ/RH P OE,SBBX9 RW/TGHX,SBBM9 RW/TGHX,SBBM9 RW/TVHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBBL5-SDN,UBARU LIBERTY 4 DOOR SEDAN BL 09/03 - 01/09,SUBARU,LIBERTY,09/03 - 01/09,2003,2006,4DR SEDAN,4,SEDAN,,,SBBL5 LFW/GBX,SBBL5 LFW/M,SBBL5 FD/LH G,SBBL5 FD/RH G,SBBL5 FD/LH GY OE,SBBL5 FD/RH GY OE,SBBL5 RD/LH G,SBBL5 RD/RH G,SBBL5 RD/LH GY OE,SBBL5 RD/RH GY OE,SBBL5 OW/LHX GY OE,SBBL5 OW/RHX GY OE,SBBL5 RW/TGHX,SBBL5 RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBBC6-SDN,SUBARU LIBERTY 4 DOOR SEDAN B SERIES 44B 44BW 10/89 - 01/94,SUBARU,LIBERTY,10/89 - 05/94,1989,1994,4DR SEDAN,4,SEDAN,,,SBBD7 LFW/GBX,SBBC6 FD/LH G,SBBC6 FD/RH G,SBBC6 RD/LH G,SBBC6 RD/RH G,SBBC6 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBBD6-SDN,SUBARU LIBERTY 4 DOOR SEDAN BD BG HERTIAGE 6/94 - 01/99,SUBARU,LIBERTY,06/94 - 01/99,1994,1999,4DR SEDAN,4,SEDAN,,,SBBG9 LFW/GBX,SBBD6 FD/LH G,SBBD6 FD/RH G,SBBD6 RD/LH G,SBBD6 RD/RH G,SBBD6 OW/LHX G,SBBD6 OW/RHX G,SBBD6 OW/LHX GY OE,SBBD6 OW/RHX GY OE,SBBD6 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBBE5K-SDN,UBARU LIBERTY 4 DOOR SEDAN BE 10/98 - 08/03,SUBARU,LIBERTY,10/98 - 08/03,1998,2003,4DR SEDAN,4,SEDAN,,,SBBE5K LFW/GBX,SBBE5K LFW/MY,SBBE5K FD/LH G,SBBE5K FD/RH G,SBBE5K RD/LH G,SBBE5K RD/RH G,SBBE5K RD/LH GY OE,SBBE5K RD/RH GY OE,SBBE5K OW/LHX GY OE,SBBE5K OW/RHX GY OE,SBBE9K RW/TGHX,SBBE5K RW/TGHX,SBBE9K RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBBM9-WGN,SUBARU LIBERTY 4 DOOR WAGON BR 09/09 - 12/20,SUBARU,LIBERTY,09/09 - 12/20,2009,2020,5DR WAGON,5,WAGON,,,SBBM9 LFW/MRY,SBBM9 LFW/GBX,SBBM9 FD/LH G,SBBM9 FD/RH G,SBBM9 FD/LH GY OE,SBBM9 FD/RH GY OE,SBBR9 RD/LH G,SBBR9 RD/RH G,SBBR9 RD/LH P,SBBR9 RD/RH P,SBBR9 RD/LH PY OE,SBBR9 RD/RH PY OE,SBBR9 RQ/LH P,SBBR9 RQ/RH P,SBBR9 RQ/LH P OE,SBBR9 RQ/RH P OE,SBBR9 SW/LHX PY OE,SBBR9 SW/RHX PY OE,SBBR9 RW/TGHX,SBBR9 RW/TPHX,SBBR9 RW/TGHX OE,SBBR9 RW/TPHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBBL5-WGN,"SUBARU LIBERTY 4 DOOR WAGON (BP5, BP9) 09/03 - 01/09",SUBARU,LIBERTY,09/03 - 01/09,2003,2009,5DR WAGON,5,WAGON,,,SBBL5 LFW/GBX,SBBL5 LFW/M,SBBL5 FD/LH G,SBBL5 FD/RH G,SBBL5 FD/LH GY OE,SBBL5 FD/RH GY OE,SBBP9 RD/LH G,SBBP9 RD/RH G,SBBP9 RD/LH P,SBBP9 RD/RH P,SBBP9 RD/LH GY OE,SBBP9 RD/RH GY OE,SBBP9 RD/LH PY OE,SBBP9 RD/RH PY OE,SBBP9 SW/LHX GY OE,SBBP9 SW/RHX GY OE,SBBP9 RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBBC6-WGN,SUBARU LIBERTY 5 DOOR WAGON B SERIES 44B 44BW 01/89 - 01/94,SUBARU,LIBERTY,01/89 - 01/94,1989,1994,5DR WAGON,5,WAGON,,,SBBD7 LFW/GBX,SBBC6 FD/LH G,SBBC6 FD/RH G,SBBD7 RD/LH G,SBBD7 RD/RH G,SBBD7W RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBBD6-WGN,"SUBARU LIBERTY 5 DOOR WAGON OUTBACK BD, BG HERITAGE 05/94 - 01/98",SUBARU,LIBERTY,05/94 - 01/98,1994,1998,5DR WAGON,5,WAGON,,,SBBG9 LFW/GBX,SBBD6 FD/LH G,SBBD6 FD/RH G,SBBG9 RD/LH G,SBBG9 RD/RH G,SBBG9 SW/LHX G,SBBG9 SW/RHX G,SBBG9 SW/LHX GY OE,SBBG9 SW/RHX GY OE,SBBG9 RW/TGHX,SBBG9 RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBBE5K-WGN,SUBARU LIBERTY 5 DOOR WAGON BH 10/98 - 08/03,SUBARU,LIBERTY,10/98 - 08/03,1998,2003,5DR WAGON,5,WAGON,,,SBBE5K LFW/GBX,SBBE5K LFW/MY,SBBE5K FD/LH G,SBBE5K FD/RH G,SBBH9K RD/LH G,SBBH9K RD/RH G,SBBH9K RD/LH GY OE,SBBH9K RD/RH GY OE,SBBH9K SW/LHX GY OE,SBBH9K SW/RHX GY OE,SBBH9K RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
