caption_id,caption_text,make,model,year_text,from_year,to_year,complete_bodytype,doors,body_type,series,badge,EXO PART NUMBER,EXO PART NUMBER,EXO PART NUMBER,EXO PART NUMBER,EXO PART NUMBER,EXO PART NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBA9K-EXIGA-LIBERTY,SUBARU LIBERTY EXIGA 5GEN (JF1YA9K92AG..2...) 9/09 ON,SUBARU,LIBERTY,09/09 - on,2009,2012,5DR WAGON,5,WAGON,,,SBA9K FD/LH G,SBA9K FD/RH G,SBA9K RD/LH P,SBA9K RD/RH P,SBA9K SW/LHX P,SBA9K SW/RHX P,SBA9K RW/TPHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBBN9K-SED,SUBARU LIBERTY 4 DOOR SEDAN BN 12/14 - 12/20,SUBARU,LIBERTY,12/14 - 12/20,2014,2020,4DR SEDAN,4,SEDAN,,,SBBS9 LFW,SBBS9 LFW/MY,SBBS9 LFW/MROQ,SBBS9 LFW/MROQH,SBBS9 LFW/MRQH,SBBS9 FV/LH G,SBBS9 FV/RH G,SBBS9 FD/LH GY,SBBS9 FD/RH GY,SBBS9S RD/LH PY,SBBS9S RD/RH PY,SBBS9S RQ/LH P,SBBS9S RQ/RH P,SBBS9S RW/TPHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBBE5K-OUTBACK,SUBARU OUTBACK 5 DOOR WAGON H6 BH 10/98 - 01/03,SUBARU,OUTBACK,10/98 - 01/03,1998,2003,5DR SUV,5,SUV,,,SBBE5K LFW/GBX,SBBE5K FD/LH G,SBBE5K FD/RH G,SBBH9K RD/LH G,SBBH9K RD/RH G,SBBH9K RD/LH GY OE,SBBH9K RD/RH GY OE,SBBH9K SW/LHX GY OE,SBBH9K SW/RHX GY OE,SBBH9K RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBBL5-OUTBACK,SUBARU OUTBACK 5 DOOR WAGON BP 09/03 - 01/09,SUBARU,OUTBACK,09/03 - 01/09,2003,2009,5DR SUV,5,SUV,,,SBBL5 LFW/GBX,SBBL5 LFW/M,SBBL5 FD/LH G,SBBL5 FD/RH G,SBBL5 FD/LH GY OE,SBBL5 FD/RH GY OE,SBBP9 RD/LH G,SBBP9 RD/RH G,SBBP9 RD/LH P,SBBP9 RD/RH P,SBBP9 RD/LH GY OE,SBBP9 RD/RH GY OE,SBBP9 RD/LH PY OE,SBBP9 RD/RH PY OE,SBBP9 SW/LHX GY OE,SBBP9 SW/RHX GY OE,SBBP9 RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBBM9-OUTBACK,SUBARU OUTBACK 5 DOOR WAGON BR 09/09 - 12/14,SUBARU,OUTBACK,09/09 - 12/14,2009,2014,5DR SUV,5,SUV,,,SBBM9 LFW/MR2Y,SBBM9 LFW/MRY,SBBM9 LFW/GBX,SBBM9 FD/LH G,SBBM9 FD/RH G,SBBM9 FD/LH GY,SBBM9 FD/RH GY,SBBM9 FD/LH GY OE,SBBM9 FD/RH GY OE,SBBR9 RD/LH G,SBBR9 RD/RH G,SBBR9 RD/LH P,SBBR9 RD/RH P,SBBR9 RD/LH PY OE,SBBR9 RD/RH PY OE,SBBR9 RQ/LH G,SBBR9 RQ/RH G,SBBR9 RQ/LH P,SBBR9 RQ/RH P,SBBR9 RQ/LH P OE,SBBR9 RQ/RH P OE,SBBR9 SW/LHX PY OE,SBBR9 SW/RHX PY OE,SBBR9 RW/TGHX,SBBR9 RW/TGHX OE,SBBR9 RW/TPHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBBM9-OUTBACK-14,SUBARU OUTBACK 5 DOOR WAGON BS 12/14 - 12/20,SUBARU,OUTBACK,12/14 - 12/20,2014,2020,5DR SUV,5,SUV,,,SBBS9 LFW/MY,SBBS9 LFW/MROQ,SBBS9 LFW/MROQH,SBBS9 LFW/MRQH,SBBS9 FV/LH G,SBBS9 FV/RH G,SBBS9 FD/LH GY,SBBS9 FD/RH GY,SBBS9W RD/LH PY,SBBS9W RD/RH PY,SBBS9W RQ/LH P,SBBS9W RQ/RH P,SBBS9W SW/LHX PY OE,SBBS9W SW/RHX PY OE,SBBS9W RW/TPHX,SBBS9W RW/TPHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBOUBCK21,SUBARU OUTBACK 5 DOOR WAGON BT 03/21 ON,SUBARU,OUTBACK,03/21 - ~~/~~,2021,2024,5DR SUV,5,SUV,,,SBBS9 LFW/MY,SBBN9 LFW/MRQH,SBBN9 LFW/MROQH,SBBS9 FV/LH G,SBBS9 FV/RH G,SBBS9 FD/LH GY,SBBS9 FD/RH GY,SBBS9W RD/LH PY,SBBS9W RD/RH PY,SBBS9W RQ/LH P,SBBS9W RQ/RH P,SBBS9W SW/LHX PY OE,SBBS9W SW/RHX PY OE,SBBS9W RW/TPHX,SBBS9W RW/TPHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBGH7-SDNWRX,"SUBARU WRX 4 DOOR SEDAN (JF1GE7K...,JF1GVE...) 7/09 - 11/13",SUBARU,WRX,7/09 - 11/13,2009,2013,4DR SEDAN,4,SEDAN,,,SBGH7 LFW/M,SBGH7 LFW/GBX,SBGH7 LFW/M,SBGH7 FD/LH G,SBGH7 FD/RH G,SBGH7 FD/LH GY OE,SBGH7 FD/RH GY OE,SBGH7 RD/LH G,SBGH7 RD/RH G,SBGH7 RD/LH GY OE,SBGH7 RD/RH G OE,SBGH7 RD/LH PY OE,SBGH7 RD/RH PY OE,SBGE7 OW/LHX GY OE,SBGE7 OW/RHX GY OE,SBGE7 OW/LHX PY OE,SBGE7 OW/RHX PY OE,SBGE7 RW/TGHX,SBGE7II RW/TGHX OE,SBGE7II RW/TPHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBJ7K-SDNWRX,SUBARU WRX 4 DOOR SEDAN (JF1GJ7KA3CG...) 3/14 on,SUBARU,WRX,3/14 on,2014,2021,4DR SEDAN,4,SEDAN,,,SBJ7K LFW/GBX,SBJ7K LFW/MRY,SBJ7K FV/LHX G,SBJ7K FV/RHX G,SBJ7K FV/LHX G OE,SBJ7K FV/RHX G OE,SBJ7K FD/LH G,SBJ7K FD/RH G,SBJ7K FD/LH GY,SBJ7K FD/RH GY,SBJ7K FD/LH GY OE,SBJ7K FD/RH GY OE,SBJ7KS RD/LH GY,SBJ7KS RD/RH GY,SBJ7KS RD/LH GY OE,SBJ7KS RD/RH GY OE,SBJ7KS RD/LH PY,SBJ7KS RD/RH PY,SBJ7KS RD/LH PY OE,SBJ7KS RD/RH PY OE,SBJ7KS RQ/LH G,SBJ7KS RQ/RH G,SBJ7KS RQ/LH G OE,SBJ7KS RQ/RH G OE,SBJ7KS RQ/LH P,SBJ7KS RQ/RH P,SBJ7KS RQ/LH P OE,SBJ7KS RQ/RH P OE,SBGK63 RW/TPHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB44H-W,"SUBARU WRX (& IMPREZA )5 DOOR HATCH S44 (GG9K, GGAK) 11/00 - 7/01",SUBARU,WRX,10/00 - 07/01,2000,2001,5DR HATCH,5,HATCH,,,SB44H LFW/M,SB44H FD/LH G,SB44H FD/RH G,SB44H RD/LH G,SB44H RD/RH G,SBGG9 OW/LHX GY OE,SBGG9 OW/RHX GY OE,SB44H RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB44H-01-W,"SUBARU WRX (& IMPREZA )5 DOOR HATCH S44 (GG9K, GGAK) 7/01 - 2/04",SUBARU,WRX,7/01 - 2/04,2001,2004,5DR HATCH,5,HATCH,,,SB44H LFW/M,SB44H FD/LH G,SB44H FD/RH G,SB44H RD/LH G,SB44H RD/RH G,SBGG9 OW/LHX GY OE,SBGG9 OW/RHX GY OE,SB44H RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB44H-04-W,"SUBARU WRX (& IMPREZA )5 DOOR HATCH S44 (GG9K, GGAK) 2/04 - 6/04",SUBARU,WRX,2/04 - 6/04,2004,2004,5DR HATCH,5,HATCH,,,SB44H LFW/M,SB44H FD/LH G,SB44H FD/RH G,SB44H RD/LH G,SB44H RD/RH G,SBGG9 OW/LHX GY OE,SBGG9 OW/RHX GY OE,SB44H RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB44H-05-W,"SUBARU WRX (& IMPREZA )5 DOOR HATCH S44 (GG9K, GGAK) 6/04 - 7/05",SUBARU,WRX,6/04 - 7/05,2004,2005,5DR HATCH,5,HATCH,,,SB44H LFW/M,SB44H FD/LH G,SB44H FD/RH G,SB44H RD/LH G,SB44H RD/RH G,SBGG9 OW/LHX GY OE,SBGG9 OW/RHX GY OE,SB44H RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBGG9-HBK-W,"SUBARU WRX (& IMPREZA )5 DOOR HATCH (JF1GG9, GGE) 9/05 - 7/07",SUBARU,WRX,09/05 - 07/07,2005,2007,5DR HATCH,5,HATCH,,,SB44H LFW/M,SBGG9 FD/LH G,SBGG9 FD/RH G,SB44H RD/LH G,SB44H RD/RH G,SBGG9 OW/LHX GY OE,SBGG9 OW/RHX GY OE,SB44H RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB44S-W,"SUBARU WRX (& IMPREZA )4 DOOR SEDAN S44 MY2001 (GD9K, GDAK) 10/00 - 4/04",SUBARU,WRX,10/00 - 04/04,2000,2004,4DR SEDAN,4,SEDAN,,,SB44S LFW/M,SB44S FD/LH G,SB44S FD/RH G,SB44S RD/LH G,SB44S RD/RH G,SB44S RW/TGHX,SB44SII RW/TGHX,SB44S RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB44S-04-W,"SUBARU WRX (& IMPREZA )4 DOOR SEDAN S44 MY2001 (GD9K, GDAK) 4/04 - 8/05",SUBARU,WRX,04/04 - 08/05,2004,2005,4DR SEDAN,4,SEDAN,,,SB44S LFW/M,SB44S FD/LH G,SB44S FD/RH G,SB44S RD/LH G,SB44S RD/RH G,SB44S RW/TGHX,SB44SII RW/TGHX,SB44SII RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBC5A-W,"SUBARU IMPREZA (C5AR, C6AR, F5AR, F6AR) & WRX 5 DOOR HATCH 4/93 - 7/98, 9/98 - 9/00",SUBARU,WRX,04/93 - 09/00,1993,2000,5DR HATCH,5,HATCH,,,SBC5AR LFW/GBX,SBC5AR FD/LH G,SBC5AR FD/RH G,SBC5AR RD/LH G,SBC5AR RD/RH G,SBF5AR SW/LHX G,SBF5AR SW/RHX G,SBF5AR RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBC5AR-SDN-W,"SUBARU IMPREZA & WRX 4 DOOR SEDAN 4/93 - 7/98, 3/98 - 9/00",SUBARU,WRX,04/93 - 09/00,1993,2000,4DR SEDAN,4,SEDAN,,,SBC5AR LFW/GBX,SBC5AR FD/LH G,SBC5AR FD/RH G,SBC5AR RD/LH G,SBC5AR RD/RH G,SBC5AR RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBGD9-W,"SUBARU IMPREZA 4 DOOR SEDAN (JF1GD9, GDG, GDF) 9/05 - 7/07",SUBARU,WRX,09/05 - 07/07,2005,2007,4DR SEDAN,4,SEDAN,,,SB44S LFW/M,SBGD9 FD/LH G,SBGD9 FD/RH G,SB44S RD/LH G,SB44S RD/RH G,SBGD9 RW/TGHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBGH7-HBK-W,"SUBARU IMPREZA 5 DOOR HATCH (JF1GH7K..., JF1GRGK...) 8/07 - 1/12",SUBARU,WRX,08/07 - 01/12,2007,2012,5DR HATCH,5,HATCH,,,SBGH7 LFW/GBX,SBGH7 LFW/M,SBGH7 FD/LH G,SBGH7 FD/RH G,SBGH7 FD/LH GY OE,SBGH7 FD/RH GY OE,SBGH7 RD/LH G,SBGH7 RD/RH G,SBGH7 RD/LH GY OE,SBGH7 RD/RH GY OE,SBGH7 RD/LH PY OE,SBGH7 RD/RH PY OE,SBGH7 OW/LHX GY OE,SBGH7 OW/RHX GY OE,SBGH7 OW/LHX PY OE,SBGH7 OW/RHX PY OE,SBGH7 RW/TGHX,SBGH7 RW/TGHX OE,SBGH7 RW/TPHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBGH7-SDN-W,"SUBARU WRX (& IMPREZA )4 DOOR SEDAN (JF1GE7K...,JF1GVE...) 9/08 - 7/09",SUBARU,WRX,9/08 - 7/09,2008,2009,4DR SEDAN,4,SEDAN,,,SBGH7 LFW/GBX,SBGH7 LFW/M,SBGH7 FD/LH G,SBGH7 FD/RH G,SBGH7 FD/LH GY OE,SBGH7 FD/RH GY OE,SBGH7 RD/LH G,SBGH7 RD/RH G,SBGH7 RD/LH GY OE,SBGH7 RD/RH GY OE,SBGH7 RD/LH PY OE,SBGH7 RD/RH PY OE,SBGE7 OW/LHX GY OE,SBGE7 OW/RHX GY OE,SBGE7 OW/LHX PY OE,SBGE7 OW/RHX PY OE,SBGE7 RW/TGHX,SBGE7 RW/TGHX OE,SBGE7 RW/TPHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBGH7-SDN-09-W,"SUBARU WRX (& IMPREZA )4 DOOR SEDAN (JF1GE7K...,JF1GVE...) 7/09 - 1/12",SUBARU,WRX,7/09 - 1/12,2009,2012,4DR SEDAN,4,SEDAN,,,SBGH7 LFW/GBX,SBGH7 LFW/M,SBGH7 FD/LH G,SBGH7 FD/RH G,SBGH7 FD/LH GY OE,SBGH7 FD/RH GY OE,SBGH7 RD/LH G,SBGH7 RD/RH G,SBGH7 RD/LH GY OE,SBGH7 RD/RH G OE,SBGH7 RD/LH PY OE,SBGH7 RD/RH PY OE,SBGE7 OW/LHX GY OE,SBGE7 OW/RHX GY OE,SBGE7 OW/LHX PY OE,SBGE7 OW/RHX PY OE,SBGE7 RW/TGHX,SBGE7II RW/TGHX OE,SBGE7II RW/TPHX OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBJ7K-HBK-W,SUBARU WRX (& IMPREZA )5 DOOR HATCH (JF1GP7KA3CG...) 12/11 - 11/16,SUBARU,WRX,12/11 - 11/16,2011,2016,5DR HATCH,5,HATCH,,,SBJ7K LFW/GBX,SBJ7K LFW/MRY,SBJ7K FV/LHX G,SBJ7K FV/RHX G,SBJ7K FV/LHX G OE,SBJ7K FV/RHX G OE,SBJ7K FD/LH G,SBJ7K FD/RH G,SBJ7K FD/LH GY,SBJ7K FD/RH GY,SBJ7K FD/LH GY OE,SBJ7K FD/RH GY OE,SBJ7KH RD/LH G,SBJ7KH RD/RH G,SBJ7KH RD/LH GY,SBJ7KH RD/RH GY,SBJ7KH RD/LH GY OE,SBJ7KH RD/RH GY OE,SBJ7KH RD/LH PY,SBJ7KH RD/RH PY,SBJ7KH RD/LH PY OE,SBJ7KH RD/RH PY OE,SBJ7KH RQ/LH G,SBJ7KH RQ/RH G,SBJ7KH RQ/LH G OE,SBJ7KH RQ/RH G OE,SBJ7KH RQ/LH P,SBJ7KH RQ/RH P,SBJ7KH RQ/LH P OE,SBJ7KH RQ/RH P OE,SBJ7KH OW/LHX GY OE,SBJ7KH OW/RHX GY OE,SBJ7KH OW/LHX PY OE,SBJ7KH OW/RHX PY OE,SBJ7KH RW/TGHX,SBJ7KH RW/TGHX OE,SBJ7KH RW/TPHX,SBJ7KH RW/TPHX OE,,,,,,,,,,,,,,,,,,,
SBGT7H-HBK-W,SUBARU WRX (& IMPREZA )5 DOOR HATCH (JF1GT7KL5JG...) 11/16 on,SUBARU,WRX,11/16 on,2016,2021,5DR HATCH,5,HATCH,,,SBGT7 LFW/MY,SBGT7 LFW/MRY,SBG5X LFW/MRHY,SBGT7 FV/LHX G,SBGT7 FV/RHX G,SBGT7 FV/LHX G OE,SBGT7 FV/RHX G OE,SBGT7 FD/LH G,SBGT7 FD/RH G,SBGT7 FD/LH GY,SBGT7 FD/RH GY,SBGT7 FD/LH GY OE,SBGT7 FD/RH GY OE,SBGT7H RD/LH GY,SBGT7H RD/RH GY,SBGT7H RD/LH GY OE,SBGT7H RD/RH GY OE,SBGT7H RQ/LH G,SBGT7H RQ/RH G,SBGT7H RD/LH PY OE,SBGT7H RD/RH PY OE,SBGT7H RQ/LH P,SBGT7H RQ/RH P,SBGT7H RQ/LH P OE,SBGT7H RQ/RH P OE,SBGT7H OW/LHX GY OE,SBGT7H OW/RHX GY OE,SBGT7H OW/LHX PY OE,SBGT7H OW/RHX PY OE,SBGT7H RW/TGHX,SBGT7H RW/TGHX OE,SBGT7H RW/TPHX,SBGT7H RW/TPHX OE,,,,,,,,,,,,,,,,,,,,,,,,
SBP7K-XV,SUBARU XV 5 DOOR WAGON (JF1GP7K...) 1/12 - 5/17,SUBARU,XV,1/12 - 5/17,2012,2017,5DR SUV,5,SUV,,,SBJ7K LFW/GBX,SBJ7K LFW/MRY,SBJ7K FV/LHX G,SBJ7K FV/RHX G,SBJ7K FV/LHX G OE,SBJ7K FV/RHX G OE,SBJ7K FD/LH G,SBJ7K FD/RH G,SBJ7K FD/LH GY,SBJ7K FD/RH GY,SBJ7K FD/LH GY OE,SBJ7K FD/RH GY OE,SBJ7KH RD/LH G,SBJ7KH RD/RH G,SBJ7KH RD/LH GY,SBJ7KH RD/RH GY,SBJ7KH RD/LH GY OE,SBJ7KH RD/RH GY OE,SBJ7KH RD/LH PY,SBJ7KH RD/RH PY,SBJ7KH RD/LH PY OE,SBJ7KH RD/RH PY OE,SBJ7KH RQ/LH G,SBJ7KH RQ/RH G,SBJ7KH RQ/LH G OE,SBJ7KH RQ/RH G OE,SBJ7KH RQ/LH P,SBJ7KH RQ/RH P,SBJ7KH RQ/LH P OE,SBJ7KH RQ/RH P OE,SBJ7KH OW/LHX GY OE,SBJ7KH OW/RHX GY OE,SBJ7KH OW/LHX PY OE,SBJ7KH OW/RHX PY OE,SBJ7KH RW/TGHX,SBJ7KH RW/TGHX OE,SBJ7KH RW/TPHX,SBJ7KH RW/TPHX OE,,,,,,,,,,,,,,,,,,,
SBGT7H-XV,SUBARU XV 5 DOOR HATCH (JF1GT7KL5JG...) 5/17 - 09/23,SUBARU,XV,5/17 -09/23,2018,2023,5DR HATCH,5,HATCH,,,SBGT7 LFW/MY,SBGT7 LFW/MRY,SBGT7 LFW/MR2Y,SBG5X LFW/MRHY,SBGT7 FV/LHX G,SBGT7 FV/RHX G,SBGT7 FV/LHX G OE,SBGT7 FV/RHX G OE,SBGT7 FD/LH G,SBGT7 FD/RH G,SBGT7 FD/LH GY,SBGT7 FD/RH GY,SBGT7 FD/LH GY OE,SBGT7 FD/RH GY OE,SBGT7H RD/LH GY,SBGT7H RD/RH GY,SBGT7H RD/LH GY OE,SBGT7H RD/RH GY OE,SBGT7H RQ/LH G,SBGT7H RQ/RH G,SBGT7H RD/LH PY OE,SBGT7H RD/RH PY OE,SBGT7H RQ/LH P,SBGT7H RQ/RH P,SBGT7H RQ/LH P OE,SBGT7H RQ/RH P OE,SBGT7H OW/LHX GY OE,SBGT7H OW/RHX GY OE,SBGT7H OW/LHX PY OE,SBGT7H OW/RHX PY OE,SBGT7H RW/TGHX,SBGT7H RW/TGHX OE,SBGT7H RW/TPHX,SBGT7H RW/TPHX OE,,,,,,,,,,,,,,,,,,,,,,,
SZGFC3,SUZUKI ALTO 5 DOOR HATCH (MA3GFC31...) 7/09 on,SUZUKI,ALTO,07/09 on,2009,2021,5DR HATCH,5,HATCH,,,SZGFC3 LFW/GBX,SZGFC3 FD/LH G,SZGFC3 FD/RH G,SZGFC3 FD/LH G SK,SZGFC3 FD/RH G SK,SZGFC3 RD/LH G,SZGFC3 RD/RH G,SZGFC3 RQ/LH G,SZGFC3 RQ/RH G,SZGFC3 RW/TGX,SZGFC3 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZDN71,SUZUKI APV 4 DOOR VAN GD (MHYGDN71) 6/05 on,SUZUKI,APV,06/05 on,2005,2021,4DR VAN,4,VAN,,,SZDN71 LFW/GBX,SZDN71 FD/LH G,SZDN71 FD/RH G,SZDN71 RD/LH G,SZDN71 RD/RH G,SZDN71 RQ/LH G,SZDN71 RQ/RH G,SZDN71 SW/LH G,SZDN71 SW/RH G,SZGDN7 SW/LHX G,SZGDN7 SW/RHX G,SZDN71 RW/TGH,SZGDN7 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZGA31,SUZUKI BALENO 3 DOOR HATCH 4/95 - 12/98,SUZUKI,BALENO,4/95 - 12/98,1995,1998,3DR HATCH,3,HATCH,,,SZGC31 LFW/GBX,SZGA31 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZGC31-SDN,SUZUKI BALENO 4 DOOR SEDAN 4/95 - 12/98,SUZUKI,BALENO,4/95 - 12/98,1995,1998,4DR SEDAN,4,SEDAN,,,SZGC31 LFW/GBX,SZGC31 FD/LH G,SZGC31 FD/RH G,SZGC31 RD/LH G,SZGC31 RD/RH G,SZGC31 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZGC31-WGN,SUZUKI BALENO 4 DOOR WAGON 4/95 - 12/98,SUZUKI,BALENO,4/95 - 12/98,1995,1998,5DR WAGON,5,WAGON,,,SZGC31 LFW/GBX,SZGC31 FD/LH G,SZGC31 FD/RH G,SZGC31 RD/LH G,SZGC31 RD/RH G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZGA31-99,SUZUKI BALENO 3 DOOR HATCH 1/99 - 10/01,SUZUKI,BALENO,1/99 - 12/01,1999,2001,3DR HATCH,3,HATCH,,,SZGC31 LFW/GBX,SZGA31 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZGC31-SDN-99,SUZUKI BALENO 4 DOOR SEDAN 1/99 - 10/01,SUZUKI,BALENO,1/99 - 12/01,1999,2001,4DR SEDAN,4,SEDAN,,,SZGC31 LFW/GBX,SZGC31 FD/LH G,SZGC31 FD/RH G,SZGC31 RD/LH G,SZGC31 RD/RH G,SZGC31 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZGC31-WGN-99,SUZUKI BALENO 4 DOOR WAGON 1/99 - 10/01,SUZUKI,BALENO,1/99 - 12/01,1999,2001,5DR WAGON,5,WAGON,,,SZGC31 LFW/GBX,SZGC31 FD/LH G,SZGC31 FD/RH G,SZGC31 RD/LH G,SZGC31 RD/RH G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZFD32,SUZUKI CARRY VAN (AFD32V) 6/99 - 5/05,SUZUKI,CARRY,06/99 - 05/05,1999,2005,2DR VAN,2,VAN,,,SZFD32 FD/LH G,SZFD32 FD/RH G,SZFD32 RD/LH G,SZFD32 RD/RH G,SZFD32 SR/LH G,SZFD32 SR/RH G,SZFD32 RW/TGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZDA16T,Suzuki Carry DA16t (Import) 2013-on,SUZUKI,CARRY,2013 - ON,2013,2022,2DR VAN,2,VAN,,,SZDA16T LFW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZTL52,"SUZUKI GRAND VITARA 3 DOOR TL52V (TA03, TL52, TD62) 6/99 - 7/05",SUZUKI,GRAND VITARA,6/99 - 7/05,1999,2005,3DR SUV,3,SUV,,,TL62 LFW/GBX,TL52 FD/LH G,TL52 FD/RH G,TL52 SW/LHX G,TL52 SW/RHX G,TL62 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZTL62-WGN,"SUZUKI GRAND VITARA 5 DOOR TL62V (TA03, TL52, TD62) 4/98 - 7/05",SUZUKI,GRAND VITARA,04/98 - 07/05,1998,2005,5DR SUV,5,SUV,,,TL62 LFW/GBX,TL62 FD/LH G,TL62 FD/RH G,TL62 RD/LH G,TL62 RD/RH G,TL62 RQ/LH G,TL62 RQ/RH G,TL62 SW/LHX G,TL62 SW/RHX G,TL62 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZTA74,"SUZUKI GRAND VITARA JB 3 DOOR WAGON (JSAJTA74, JSAJTAA4V...) 8/05 - 9/08, JT 8/08 - 8/15",SUZUKI,GRAND VITARA,08/05 - 8/15,2005,2015,3DR SUV,3,SUV,,,SZTD54 LFW/GBX,SZTA74 FD/LH GY,SZTA74 FD/RH GY,SZTA74 SW/LHX G,SZTA74 SW/RHX G,SZTD54 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZTD54,"SUZUKI GRAND VITARA JB 5 DOOR WAGON (JSAJTA74, TD54, TD94, TD44, TDB4) 8/05 - 9/08, JT 8/08 - 8/15",SUZUKI,GRAND VITARA,08/05 - 8/15,2005,2015,5DR SUV,5,SUV,,,SZTD54 LFW/GBX,SZTD54 FD/LH G,SZTD54 FD/RH G,SZTD54 FD/LH GY,SZTD54 FD/RH GY,SZTD54 RD/LH G,SZTD54 RD/RH G,SZTD54 RD/LH GY,SZTD54 RD/RH GY,SZTD54 RQ/LH G,SZTD54 RQ/RH G,SZTD54 RW/TGHX,SZTD54 RW/TGHX SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZTL62-XL-7,SUZUKI GRAND VITARA XL-7 4WD WAGON (HTX92V) 8/01 - 12/05,SUZUKI,GRAND VITARA,8/01 - 12/05,2001,2005,5DR SUV,5,SUV,,,TL62 LFW/GBX,TL62 FD/LH G,TL62 FD/RH G,TX92 RD/LH G,TX92 RD/RH G,TX92 RQ/LH G,TX92 RQ/RH G,TX92 SW/LHX G,TX92 SW/RHX G,TL62 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZTA74-15,"SUZUKI GRAND VITARA JB 3 DOOR WAGON (JSAJTA74, JSAJTAA4V...) 8/15 on",SUZUKI,GRAND VITARA,8/15 on,2015,2021,3DR SUV,3,SUV,,,SZTD54 LFW/GBX,SZTA74 FD/LH GY,SZTA74 FD/RH GY,SZTA74 SW/LHX G,SZTA74 SW/RHX G,SZTD54 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
